target,timestamp,time
"http://curiosiphi:3001/watDiv_100",657,317
"http://curiosiphi:3002/watDiv_100",658,318
"http://curiosiphi:3000/watDiv_100",671,332
"http://curiosiphi:3001/watDiv_100",986,310
"http://curiosiphi:3002/watDiv_100",987,310
"http://curiosiphi:3001/watDiv_100",1307,309
"http://curiosiphi:3002/watDiv_100",1625,310
"http://curiosiphi:3002/watDiv_100",1626,309
"http://curiosiphi:3002/watDiv_100",1627,307
"http://curiosiphi:3002/watDiv_100",1627,308
"http://curiosiphi:3002/watDiv_100",1940,305
"http://curiosiphi:3002/watDiv_100",1944,306
"http://curiosiphi:3000/watDiv_100",1945,306
"http://curiosiphi:3000/watDiv_100",1956,320
"http://curiosiphi:3002/watDiv_100",2259,307
"http://curiosiphi:3001/watDiv_100",2265,305
"http://curiosiphi:3001/watDiv_100",2266,307
"http://curiosiphi:3001/watDiv_100",2267,306
"http://curiosiphi:3001/watDiv_100",2571,308
"http://curiosiphi:3002/watDiv_100",2578,308
"http://curiosiphi:3002/watDiv_100",2579,307
"http://curiosiphi:3002/watDiv_100",2579,310
"http://curiosiphi:3002/watDiv_100",2883,307
"http://curiosiphi:3002/watDiv_100",2892,311
"http://curiosiphi:3000/watDiv_100",2892,310
"http://curiosiphi:3001/watDiv_100",2893,310
"http://curiosiphi:3000/watDiv_100",3202,307
"http://curiosiphi:3000/watDiv_100",3203,309
"http://curiosiphi:3002/watDiv_100",3204,308
"http://curiosiphi:3001/watDiv_100",3205,308
"http://curiosiphi:3001/watDiv_100",3523,308
"http://curiosiphi:3002/watDiv_100",3524,308
"http://curiosiphi:3000/watDiv_100",3525,307
"http://curiosiphi:3001/watDiv_100",3525,306
"http://curiosiphi:3000/watDiv_100",3833,307
"http://curiosiphi:3001/watDiv_100",3833,305
"http://curiosiphi:3001/watDiv_100",3833,304
"http://curiosiphi:3001/watDiv_100",3835,306
"http://curiosiphi:3001/watDiv_100",4143,306
"http://curiosiphi:3000/watDiv_100",4145,306
"http://curiosiphi:3000/watDiv_100",4146,307
"http://curiosiphi:3002/watDiv_100",4147,307
"http://curiosiphi:3001/watDiv_100",4469,309
"http://curiosiphi:3000/watDiv_100",4470,306
"http://curiosiphi:3000/watDiv_100",4471,308
"http://curiosiphi:3000/watDiv_100",4471,306
"http://curiosiphi:3002/watDiv_100",4778,306
"http://curiosiphi:3000/watDiv_100",4780,306
"http://curiosiphi:3001/watDiv_100",4782,307
"http://curiosiphi:3002/watDiv_100",4783,306
"http://curiosiphi:3001/watDiv_100",5094,306
"http://curiosiphi:3002/watDiv_100",5095,306
"http://curiosiphi:3000/watDiv_100",5096,306
"http://curiosiphi:3001/watDiv_100",5097,307
"http://curiosiphi:3001/watDiv_100",5408,306
"http://curiosiphi:3001/watDiv_100",5408,306
"http://curiosiphi:3000/watDiv_100",5409,305
"http://curiosiphi:3000/watDiv_100",5409,306
"http://curiosiphi:3002/watDiv_100",5740,326
"http://curiosiphi:3000/watDiv_100",5741,307
"http://curiosiphi:3002/watDiv_100",5742,308
"http://curiosiphi:3000/watDiv_100",5742,309
"http://curiosiphi:3000/watDiv_100",6056,308
"http://curiosiphi:3000/watDiv_100",6057,308
"http://curiosiphi:3000/watDiv_100",6058,308
"http://curiosiphi:3000/watDiv_100",6059,307
"http://curiosiphi:3000/watDiv_100",6376,308
"http://curiosiphi:3001/watDiv_100",6378,308
"http://curiosiphi:3001/watDiv_100",6381,309
"http://curiosiphi:3002/watDiv_100",6382,308
"http://curiosiphi:3002/watDiv_100",6686,306
"http://curiosiphi:3000/watDiv_100",6689,306
"http://curiosiphi:3002/watDiv_100",6693,307
"http://curiosiphi:3001/watDiv_100",6694,307
"http://curiosiphi:3001/watDiv_100",6994,306
"http://curiosiphi:3002/watDiv_100",6999,307
"http://curiosiphi:3001/watDiv_100",7004,308
"http://curiosiphi:3001/watDiv_100",7005,308
"http://curiosiphi:3000/watDiv_100",7305,307
"http://curiosiphi:3000/watDiv_100",7312,309
"http://curiosiphi:3002/watDiv_100",7314,306
"http://curiosiphi:3000/watDiv_100",7315,306
"http://curiosiphi:3000/watDiv_100",7619,308
"http://curiosiphi:3001/watDiv_100",7629,309
"http://curiosiphi:3002/watDiv_100",7630,309
"http://curiosiphi:3002/watDiv_100",7630,308
"http://curiosiphi:3000/watDiv_100",7927,306
"http://curiosiphi:3002/watDiv_100",7942,307
"http://curiosiphi:3001/watDiv_100",7942,308
"http://curiosiphi:3001/watDiv_100",7943,306
"http://curiosiphi:3001/watDiv_100",8237,308
"http://curiosiphi:3001/watDiv_100",8251,306
"http://curiosiphi:3000/watDiv_100",8252,305
"http://curiosiphi:3001/watDiv_100",8253,306
"http://curiosiphi:3000/watDiv_100",8265,320
"http://curiosiphi:3000/watDiv_100",8545,306
"http://curiosiphi:3000/watDiv_100",8574,308
"http://curiosiphi:3001/watDiv_100",8575,307
"http://curiosiphi:3002/watDiv_100",8576,307
"http://curiosiphi:3001/watDiv_100",8856,307
"http://curiosiphi:3000/watDiv_100",8886,306
"http://curiosiphi:3002/watDiv_100",8887,306
"http://curiosiphi:3000/watDiv_100",8899,318
"http://curiosiphi:3001/watDiv_100",9165,308
"http://curiosiphi:3001/watDiv_100",9193,305
"http://curiosiphi:3002/watDiv_100",9207,306
"http://curiosiphi:3000/watDiv_100",9208,319
"http://curiosiphi:3002/watDiv_100",9473,307
"http://curiosiphi:3000/watDiv_100",9500,305
"http://curiosiphi:3002/watDiv_100",9517,306
"http://curiosiphi:3001/watDiv_100",9518,306
"http://curiosiphi:3001/watDiv_100",9782,308
"http://curiosiphi:3000/watDiv_100",9808,306
"http://curiosiphi:3001/watDiv_100",9824,305
"http://curiosiphi:3002/watDiv_100",9826,306
"http://curiosiphi:3001/watDiv_100",10090,306
"http://curiosiphi:3000/watDiv_100",10116,306
"http://curiosiphi:3002/watDiv_100",10132,307
"http://curiosiphi:3002/watDiv_100",10134,306
"http://curiosiphi:3001/watDiv_100",10399,308
"http://curiosiphi:3000/watDiv_100",10428,306
"http://curiosiphi:3002/watDiv_100",10439,306
"http://curiosiphi:3001/watDiv_100",10442,306
"http://curiosiphi:3000/watDiv_100",10722,319
"http://curiosiphi:3001/watDiv_100",10734,304
"http://curiosiphi:3001/watDiv_100",10747,305
"http://curiosiphi:3000/watDiv_100",10751,305
"http://curiosiphi:3001/watDiv_100",11029,306
"http://curiosiphi:3000/watDiv_100",11041,305
"http://curiosiphi:3000/watDiv_100",11054,306
"http://curiosiphi:3002/watDiv_100",11057,305
"http://curiosiphi:3002/watDiv_100",11338,307
"http://curiosiphi:3000/watDiv_100",11348,306
"http://curiosiphi:3000/watDiv_100",11360,305
"http://curiosiphi:3002/watDiv_100",11363,305
"http://curiosiphi:3001/watDiv_100",11646,306
"http://curiosiphi:3001/watDiv_100",11663,314
"http://curiosiphi:3002/watDiv_100",11667,306
"http://curiosiphi:3001/watDiv_100",11669,305
"http://curiosiphi:3002/watDiv_100",11970,305
"http://curiosiphi:3001/watDiv_100",11971,307
"http://curiosiphi:3002/watDiv_100",11974,306
"http://curiosiphi:3000/watDiv_100",11976,306
"http://curiosiphi:3000/watDiv_100",12282,306
"http://curiosiphi:3000/watDiv_100",12282,305
"http://curiosiphi:3002/watDiv_100",12283,304
"http://curiosiphi:3002/watDiv_100",12284,306
"http://curiosiphi:3000/watDiv_100",12593,306
"http://curiosiphi:3000/watDiv_100",12593,307
"http://curiosiphi:3002/watDiv_100",12594,306
"http://curiosiphi:3002/watDiv_100",12595,306
"http://curiosiphi:3001/watDiv_100",12902,307
"http://curiosiphi:3000/watDiv_100",12902,306
"http://curiosiphi:3000/watDiv_100",12904,305
"http://curiosiphi:3001/watDiv_100",12904,306
"http://curiosiphi:3001/watDiv_100",13212,305
"http://curiosiphi:3001/watDiv_100",13213,307
"http://curiosiphi:3001/watDiv_100",13214,306
"http://curiosiphi:3000/watDiv_100",13215,306
"http://curiosiphi:3000/watDiv_100",13522,305
"http://curiosiphi:3000/watDiv_100",13523,306
"http://curiosiphi:3000/watDiv_100",13523,304
"http://curiosiphi:3002/watDiv_100",13525,307
"http://curiosiphi:3000/watDiv_100",13837,306
"http://curiosiphi:3000/watDiv_100",13838,304
"http://curiosiphi:3001/watDiv_100",13840,304
"http://curiosiphi:3001/watDiv_100",13841,308
"http://curiosiphi:3001/watDiv_100",14153,306
"http://curiosiphi:3001/watDiv_100",14157,306
"http://curiosiphi:3002/watDiv_100",14158,305
"http://curiosiphi:3002/watDiv_100",14159,307
"http://curiosiphi:3000/watDiv_100",14461,306
"http://curiosiphi:3000/watDiv_100",14464,305
"http://curiosiphi:3000/watDiv_100",14466,305
"http://curiosiphi:3001/watDiv_100",14468,307
"http://curiosiphi:3000/watDiv_100",14769,307
"http://curiosiphi:3001/watDiv_100",14772,308
"http://curiosiphi:3000/watDiv_100",14777,305
"http://curiosiphi:3002/watDiv_100",14779,308
"http://curiosiphi:3001/watDiv_100",15077,307
"http://curiosiphi:3002/watDiv_100",15080,307
"http://curiosiphi:3002/watDiv_100",15085,305
"http://curiosiphi:3001/watDiv_100",15085,305
"http://curiosiphi:3001/watDiv_100",15385,306
"http://curiosiphi:3002/watDiv_100",15389,307
"http://curiosiphi:3000/watDiv_100",15444,356
"http://curiosiphi:3000/watDiv_100",15444,357
"http://curiosiphi:3001/watDiv_100",15696,306
"http://curiosiphi:3000/watDiv_100",15743,357
"http://curiosiphi:3001/watDiv_100",15752,305
"http://curiosiphi:3000/watDiv_100",15801,355
"http://curiosiphi:3002/watDiv_100",16057,307
"http://curiosiphi:3002/watDiv_100",16058,310
"http://curiosiphi:3000/watDiv_100",16110,354
"http://curiosiphi:3001/watDiv_100",16113,309
"http://curiosiphi:3000/watDiv_100",16172,368
"http://curiosiphi:3001/watDiv_100",16365,305
"http://curiosiphi:3000/watDiv_100",16416,356
"http://curiosiphi:3001/watDiv_100",16418,306
"http://curiosiphi:3001/watDiv_100",16479,305
"http://curiosiphi:3001/watDiv_100",16672,305
"http://curiosiphi:3001/watDiv_100",16723,306
"http://curiosiphi:3000/watDiv_100",16775,356
"http://curiosiphi:3000/watDiv_100",16836,356
"http://curiosiphi:3001/watDiv_100",16980,305
"http://curiosiphi:3002/watDiv_100",17031,307
"http://curiosiphi:3002/watDiv_100",17084,306
"http://curiosiphi:3002/watDiv_100",17142,305
"http://curiosiphi:3001/watDiv_100",17289,306
"http://curiosiphi:3001/watDiv_100",17339,306
"http://curiosiphi:3002/watDiv_100",17392,307
"http://curiosiphi:3001/watDiv_100",17448,304
"http://curiosiphi:3002/watDiv_100",17596,306
"http://curiosiphi:3002/watDiv_100",17647,306
"http://curiosiphi:3000/watDiv_100",17750,357
"http://curiosiphi:3000/watDiv_100",17805,355
"http://curiosiphi:3002/watDiv_100",17905,307
"http://curiosiphi:3002/watDiv_100",17954,305
"http://curiosiphi:3001/watDiv_100",18059,306
"http://curiosiphi:3002/watDiv_100",18114,306
"http://curiosiphi:3001/watDiv_100",18214,306
"http://curiosiphi:3002/watDiv_100",18261,305
"http://curiosiphi:3001/watDiv_100",18371,307
"http://curiosiphi:3002/watDiv_100",18422,306
"http://curiosiphi:3001/watDiv_100",18520,305
"http://curiosiphi:3001/watDiv_100",18568,306
"http://curiosiphi:3001/watDiv_100",18677,304
"http://curiosiphi:3001/watDiv_100",18729,305
"http://curiosiphi:3000/watDiv_100",18896,370
"http://curiosiphi:3000/watDiv_100",18925,356
"http://curiosiphi:3000/watDiv_100",19033,354
"http://curiosiphi:3002/watDiv_100",19036,306
"http://curiosiphi:3002/watDiv_100",19204,306
"http://curiosiphi:3000/watDiv_100",19295,369
"http://curiosiphi:3001/watDiv_100",19340,305
"http://curiosiphi:3001/watDiv_100",19343,305
"http://curiosiphi:3000/watDiv_100",19562,357
"http://curiosiphi:3002/watDiv_100",19601,305
"http://curiosiphi:3001/watDiv_100",19648,307
"http://curiosiphi:3000/watDiv_100",19712,367
"http://curiosiphi:3002/watDiv_100",19870,307
"http://curiosiphi:3002/watDiv_100",19955,306
"http://curiosiphi:3000/watDiv_100",19958,356
"http://curiosiphi:3001/watDiv_100",20021,307
"http://curiosiphi:3000/watDiv_100",20280,409
"http://curiosiphi:3000/watDiv_100",20364,404
"http://curiosiphi:3000/watDiv_100",20369,407
"http://curiosiphi:3000/watDiv_100",20431,406
"http://curiosiphi:3002/watDiv_100",20672,307
"http://curiosiphi:3001/watDiv_100",20676,306
"http://curiosiphi:3000/watDiv_100",20688,406
"http://curiosiphi:3002/watDiv_100",20738,305
"http://curiosiphi:3001/watDiv_100",20998,306
"http://curiosiphi:3002/watDiv_100",21049,308
"http://curiosiphi:3000/watDiv_100",21097,406
"http://curiosiphi:3000/watDiv_100",21098,406
"http://curiosiphi:3002/watDiv_100",21407,307
"http://curiosiphi:3002/watDiv_100",21408,306
"http://curiosiphi:3001/watDiv_100",21408,307
"http://curiosiphi:3000/watDiv_100",21507,407
"http://curiosiphi:3002/watDiv_100",21818,308
"http://curiosiphi:3002/watDiv_100",21820,305
"http://curiosiphi:3000/watDiv_100",21919,407
"http://curiosiphi:3000/watDiv_100",21919,405
"http://curiosiphi:3002/watDiv_100",22128,307
"http://curiosiphi:3001/watDiv_100",22232,309
"http://curiosiphi:3002/watDiv_100",22234,308
"http://curiosiphi:3000/watDiv_100",22330,406
"http://curiosiphi:3001/watDiv_100",22436,306
"http://curiosiphi:3002/watDiv_100",22540,307
"http://curiosiphi:3002/watDiv_100",22645,310
"http://curiosiphi:3000/watDiv_100",22744,407
"http://curiosiphi:3001/watDiv_100",22746,307
"http://curiosiphi:3001/watDiv_100",22852,306
"http://curiosiphi:3002/watDiv_100",22953,306
"http://curiosiphi:3002/watDiv_100",23052,306
"http://curiosiphi:3000/watDiv_100",23155,406
"http://curiosiphi:3001/watDiv_100",23161,307
"http://curiosiphi:3001/watDiv_100",23261,306
"http://curiosiphi:3002/watDiv_100",23359,306
"http://curiosiphi:3002/watDiv_100",23463,306
"http://curiosiphi:3000/watDiv_100",23568,405
"http://curiosiphi:3001/watDiv_100",23570,306
