target,timestamp,time,realtime,strpattern
"http://curiosiphi:4003/watDiv_100",56,16,16,"s=_&p=_&o=_"
"http://curiosiphi:4001/watDiv_100",57,19,19,"s=_&p=_&o=_"
"http://curiosiphi:4002/watDiv_100",58,19,19,"s=_&p=_&o=_"
"http://curiosiphi:4000/watDiv_100",58,22,21,"s=_&p=_&o=_"
"http://curiosiphi:4003/watDiv_100",74,5,5,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=http://db.uwaterloo.ca/~galuc/wsdbm/Genre16"
"http://curiosiphi:4001/watDiv_100",76,6,6,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=http://db.uwaterloo.ca/~galuc/wsdbm/Genre16"
"http://curiosiphi:4002/watDiv_100",76,5,5,"s=?v3&p=http://purl.org/goodrelations/price&o=?v4"
"http://curiosiphi:4000/watDiv_100",77,6,6,"s=?v0&p=http://ogp.me/ns#tag&o=?v1"
"http://curiosiphi:4002/watDiv_100",77,6,6,"s=?v0&p=http://db.uwaterloo.ca/~galuc/wsdbm/makesPurchase&o=?v3"
"http://curiosiphi:4003/watDiv_100",77,8,8,"s=?v0&p=http://xmlns.com/foaf/age&o=http://db.uwaterloo.ca/~galuc/wsdbm/AgeGroup0"
"http://curiosiphi:4001/watDiv_100",78,8,8,"s=?v0&p=http://xmlns.com/foaf/homepage&o=?v2"
"http://curiosiphi:4000/watDiv_100",78,7,6,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseDate&o=?v8"
"http://curiosiphi:4000/watDiv_100",79,7,7,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseFor&o=?v5"
"http://curiosiphi:4001/watDiv_100",92,4,4,"s=?v0&p=http://ogp.me/ns#tag&o=?v1"
"http://curiosiphi:4001/watDiv_100",101,7,3,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=http://db.uwaterloo.ca/~galuc/wsdbm/Genre16"
"http://curiosiphi:4003/watDiv_100",102,3,3,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=http://db.uwaterloo.ca/~galuc/wsdbm/Genre16"
"http://curiosiphi:4003/watDiv_100",104,5,5,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=http://db.uwaterloo.ca/~galuc/wsdbm/Genre16"
"http://curiosiphi:4001/watDiv_100",104,5,5,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=http://db.uwaterloo.ca/~galuc/wsdbm/Genre16"
"http://curiosiphi:4003/watDiv_100",106,4,3,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=http://db.uwaterloo.ca/~galuc/wsdbm/Genre16"
"http://curiosiphi:4001/watDiv_100",106,3,2,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=http://db.uwaterloo.ca/~galuc/wsdbm/Genre16"
"http://curiosiphi:4001/watDiv_100",107,7,7,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=http://db.uwaterloo.ca/~galuc/wsdbm/Genre16"
"http://curiosiphi:4001/watDiv_100",107,7,7,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=http://db.uwaterloo.ca/~galuc/wsdbm/Genre16"
"http://curiosiphi:4003/watDiv_100",110,2,2,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=http://db.uwaterloo.ca/~galuc/wsdbm/Genre16"
"http://curiosiphi:4003/watDiv_100",112,3,3,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=http://db.uwaterloo.ca/~galuc/wsdbm/Genre16"
"http://curiosiphi:4003/watDiv_100",114,2,2,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=http://db.uwaterloo.ca/~galuc/wsdbm/Genre16"
"http://curiosiphi:4001/watDiv_100",114,3,3,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=http://db.uwaterloo.ca/~galuc/wsdbm/Genre16"
"http://curiosiphi:4003/watDiv_100",115,2,2,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=?v1"
"http://curiosiphi:4001/watDiv_100",118,2,2,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=?v1"
"http://curiosiphi:4003/watDiv_100",120,3,3,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=?v1"
"http://curiosiphi:4001/watDiv_100",120,3,3,"s=?v0&p=http://www.w3.org/1999/02/22-rdf-syntax-ns#type&o=?v1"
"http://curiosiphi:4001/watDiv_100",122,3,3,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseFor&o=?v5"
"http://curiosiphi:4002/watDiv_100",123,3,3,"s=?v0&p=http://db.uwaterloo.ca/~galuc/wsdbm/makesPurchase&o=?v3"
"http://curiosiphi:4003/watDiv_100",127,8,8,"s=?v0&p=http://xmlns.com/foaf/age&o=http://db.uwaterloo.ca/~galuc/wsdbm/AgeGroup0"
"http://curiosiphi:4001/watDiv_100",127,8,8,"s=?v0&p=http://xmlns.com/foaf/homepage&o=?v2"
"http://curiosiphi:4000/watDiv_100",128,9,9,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseDate&o=?v8"
"http://curiosiphi:4002/watDiv_100",128,9,9,"s=?v3&p=http://purl.org/goodrelations/price&o=?v4"
"http://curiosiphi:4000/watDiv_100",132,8,8,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseFor&o=?v5"
"http://curiosiphi:4001/watDiv_100",132,8,8,"s=?v0&p=http://db.uwaterloo.ca/~galuc/wsdbm/makesPurchase&o=?v3"
"http://curiosiphi:4000/watDiv_100",132,8,8,"s=?v0&p=http://xmlns.com/foaf/age&o=http://db.uwaterloo.ca/~galuc/wsdbm/AgeGroup0"
"http://curiosiphi:4003/watDiv_100",133,9,9,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseDate&o=?v8"
"http://curiosiphi:4001/watDiv_100",133,9,9,"s=?v0&p=http://xmlns.com/foaf/homepage&o=?v2"
"http://curiosiphi:4001/watDiv_100",133,10,10,"s=?v3&p=http://purl.org/goodrelations/price&o=?v4"
"http://curiosiphi:4003/watDiv_100",137,8,8,"s=?v0&p=http://xmlns.com/foaf/age&o=http://db.uwaterloo.ca/~galuc/wsdbm/AgeGroup0"
"http://curiosiphi:4000/watDiv_100",137,8,8,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseFor&o=?v5"
"http://curiosiphi:4002/watDiv_100",138,9,9,"s=?v0&p=http://db.uwaterloo.ca/~galuc/wsdbm/makesPurchase&o=?v3"
"http://curiosiphi:4002/watDiv_100",144,16,16,"s=?v3&p=http://purl.org/goodrelations/price&o=?v4"
"http://curiosiphi:4001/watDiv_100",145,15,15,"s=?v0&p=http://xmlns.com/foaf/homepage&o=?v2"
"http://curiosiphi:4000/watDiv_100",146,18,18,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseDate&o=?v8"
"http://curiosiphi:4003/watDiv_100",146,16,16,"s=?v0&p=http://xmlns.com/foaf/age&o=http://db.uwaterloo.ca/~galuc/wsdbm/AgeGroup0"
"http://curiosiphi:4001/watDiv_100",146,16,16,"s=?v3&p=http://purl.org/goodrelations/price&o=?v4"
"http://curiosiphi:4001/watDiv_100",148,17,17,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseFor&o=?v5"
"http://curiosiphi:4002/watDiv_100",148,17,17,"s=?v0&p=http://db.uwaterloo.ca/~galuc/wsdbm/makesPurchase&o=?v3"
"http://curiosiphi:4000/watDiv_100",149,18,18,"s=?v0&p=http://xmlns.com/foaf/homepage&o=?v2"
"http://curiosiphi:4000/watDiv_100",150,19,19,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseDate&o=?v8"
"http://curiosiphi:4000/watDiv_100",174,2,2,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseFor&o=?v5"
"http://curiosiphi:4001/watDiv_100",175,7,7,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseFor&o=?v5"
"http://curiosiphi:4001/watDiv_100",175,2,2,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseFor&o=?v5"
"http://curiosiphi:4001/watDiv_100",176,3,3,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseFor&o=?v5"
"http://curiosiphi:4000/watDiv_100",180,3,3,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseDate&o=?v8"
"http://curiosiphi:4000/watDiv_100",182,3,3,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseDate&o=?v8"
"http://curiosiphi:4000/watDiv_100",183,3,2,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseDate&o=?v8"
"http://curiosiphi:4000/watDiv_100",183,2,2,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseDate&o=?v8"
"http://curiosiphi:4000/watDiv_100",184,3,3,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseDate&o=?v8"
"http://curiosiphi:4000/watDiv_100",184,2,2,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseDate&o=?v8"
"http://curiosiphi:4000/watDiv_100",185,3,2,"s=?v3&p=http://db.uwaterloo.ca/~galuc/wsdbm/purchaseDate&o=?v8"
