target,timestamp,time,realtime,strpattern
"http://curiosiphi:4001/watDiv_100",1051,20,19,"s=_&p=_&o=_"
"http://curiosiphi:4002/watDiv_100",1052,21,21,"s=_&p=_&o=_"
"http://curiosiphi:4003/watDiv_100",1052,21,21,"s=_&p=_&o=_"
"http://curiosiphi:4000/watDiv_100",1053,26,25,"s=_&p=_&o=_"
"http://curiosiphi:4003/watDiv_100",1070,6,5,"s=?v2&p=http://purl.org/goodrelations/includes&o=?v0"
"http://curiosiphi:4000/watDiv_100",1071,6,6,"s=?v2&p=http://schema.org/contentSize&o=?v3"
"http://curiosiphi:4000/watDiv_100",1071,6,6,"s=http://db.uwaterloo.ca/~galuc/wsdbm/Offer71139&p=http://schema.org/eligibleRegion&o=?v1"
"http://curiosiphi:4000/watDiv_100",1072,7,7,"s=http://db.uwaterloo.ca/~galuc/wsdbm/Retailer1096&p=http://purl.org/goodrelations/offers&o=?v1"
"http://curiosiphi:4000/watDiv_100",1086,5,4,"s=?v2&p=http://schema.org/contentSize&o=?v3"
"http://curiosiphi:4003/watDiv_100",1093,4,4,"s=?v2&p=http://purl.org/goodrelations/includes&o=?v0"
"http://curiosiphi:4000/watDiv_100",1095,4,4,"s=?v2&p=http://purl.org/goodrelations/includes&o=?v0"
"http://curiosiphi:4000/watDiv_100",1096,7,6,"s=http://db.uwaterloo.ca/~galuc/wsdbm/Offer71139&p=http://schema.org/eligibleRegion&o=?v1"
"http://curiosiphi:4003/watDiv_100",1099,6,5,"s=?v2&p=http://purl.org/goodrelations/includes&o=?v0"
"http://curiosiphi:4003/watDiv_100",1100,11,11,"s=http://db.uwaterloo.ca/~galuc/wsdbm/Retailer1096&p=http://purl.org/goodrelations/offers&o=?v1"
"http://curiosiphi:4003/watDiv_100",1100,9,9,"s=http://db.uwaterloo.ca/~galuc/wsdbm/Retailer1096&p=http://purl.org/goodrelations/offers&o=?v1"
"http://curiosiphi:4000/watDiv_100",1101,8,8,"s=http://db.uwaterloo.ca/~galuc/wsdbm/Offer71139&p=http://schema.org/eligibleRegion&o=?v1"
"http://curiosiphi:4000/watDiv_100",1101,5,5,"s=http://db.uwaterloo.ca/~galuc/wsdbm/Retailer1096&p=http://purl.org/goodrelations/offers&o=?v1"
"http://curiosiphi:4003/watDiv_100",1101,5,5,"s=?v2&p=http://purl.org/goodrelations/includes&o=?v0"
"http://curiosiphi:4003/watDiv_100",1102,8,8,"s=http://db.uwaterloo.ca/~galuc/wsdbm/Offer71139&p=http://schema.org/eligibleRegion&o=?v1"
"http://curiosiphi:4003/watDiv_100",1102,8,8,"s=http://db.uwaterloo.ca/~galuc/wsdbm/Retailer1096&p=http://purl.org/goodrelations/offers&o=?v1"
"http://curiosiphi:4000/watDiv_100",1104,7,7,"s=http://db.uwaterloo.ca/~galuc/wsdbm/Offer71139&p=http://schema.org/eligibleRegion&o=?v1"
"http://curiosiphi:4000/watDiv_100",1115,5,4,"s=?v2&p=http://purl.org/goodrelations/includes&o=?v0"
"http://curiosiphi:4000/watDiv_100",1115,2,2,"s=?v2&p=http://purl.org/goodrelations/includes&o=?v0"
"http://curiosiphi:4003/watDiv_100",1116,2,2,"s=?v2&p=http://purl.org/goodrelations/includes&o=?v0"
"http://curiosiphi:4000/watDiv_100",1117,3,3,"s=?v2&p=http://purl.org/goodrelations/includes&o=?v0"
"http://curiosiphi:4000/watDiv_100",1122,3,3,"s=?v0&p=http://schema.org/eligibleRegion&o=http://db.uwaterloo.ca/~galuc/wsdbm/Country21"
"http://curiosiphi:4000/watDiv_100",1124,4,4,"s=?v0&p=http://schema.org/eligibleRegion&o=http://db.uwaterloo.ca/~galuc/wsdbm/Country21"
"http://curiosiphi:4003/watDiv_100",1124,3,3,"s=?v0&p=http://schema.org/eligibleRegion&o=http://db.uwaterloo.ca/~galuc/wsdbm/Country21"
"http://curiosiphi:4000/watDiv_100",1128,5,5,"s=?v0&p=http://schema.org/eligibleRegion&o=http://db.uwaterloo.ca/~galuc/wsdbm/Country21"
"http://curiosiphi:4000/watDiv_100",1132,7,7,"s=?v0&p=http://schema.org/eligibleRegion&o=http://db.uwaterloo.ca/~galuc/wsdbm/Country21"
"http://curiosiphi:4000/watDiv_100",1133,5,5,"s=?v0&p=http://schema.org/eligibleRegion&o=http://db.uwaterloo.ca/~galuc/wsdbm/Country21"
"http://curiosiphi:4000/watDiv_100",1133,5,5,"s=?v0&p=http://schema.org/eligibleRegion&o=http://db.uwaterloo.ca/~galuc/wsdbm/Country21"
"http://curiosiphi:4000/watDiv_100",1135,6,5,"s=?v0&p=http://schema.org/eligibleRegion&o=http://db.uwaterloo.ca/~galuc/wsdbm/Country21"
"http://curiosiphi:4003/watDiv_100",1137,3,3,"s=?v0&p=http://schema.org/eligibleRegion&o=http://db.uwaterloo.ca/~galuc/wsdbm/Country21"
"http://curiosiphi:4003/watDiv_100",1137,3,3,"s=?v0&p=http://schema.org/eligibleRegion&o=http://db.uwaterloo.ca/~galuc/wsdbm/Country21"
"http://curiosiphi:4000/watDiv_100",1138,7,7,"s=?v0&p=http://schema.org/eligibleRegion&o=http://db.uwaterloo.ca/~galuc/wsdbm/Country21"
