id,timestamp
0,1657
1,1657
2,1657
3,1657
4,1657
5,1658
6,1658
7,1659
8,1659
9,1659
10,1659
11,1659
12,1659
13,1660
14,1961
15,1961
16,1962
17,1963
18,1964
19,1965
20,1965
21,1965
22,1965
23,1966
24,1966
25,1966
26,1967
27,1967
28,1967
29,1967
30,2267
31,2270
32,2271
33,2272
34,2273
35,2273
36,2275
37,2278
38,2278
39,2278
40,2278
41,2576
42,2577
43,2578
44,2578
45,2588
46,2588
47,2588
48,2589
49,2589
50,2589
51,2903
52,2904
53,2904
54,2905
55,2905
56,2905
57,2905
58,2905
59,3214
60,3214
61,3215
62,3215
63,3216
64,3216
65,3217
66,3217
67,3217
68,3524
69,3527
70,3528
71,3534
72,3534
73,3534
74,3534
75,3534
76,3535
77,3536
78,3536
79,3537
80,3537
81,3537
82,3538
83,3835
84,3836
85,3842
86,3843
87,3844
88,3846
89,3846
90,3848
91,3848
92,3848
93,3849
94,3850
95,3851
96,3851
97,4147
98,4148
99,4148
100,4149
101,4150
102,4151
103,4151
104,4151
105,4151
106,4152
107,4152
108,4155
109,4156
110,4156
111,4156
112,4156
113,4156
114,4156
115,4453
116,4456
117,4456
118,4463
119,4464
120,4465
121,4465
122,4465
123,4465
124,4465
125,4466
126,4466
127,4466
128,4466
129,4466
130,4761
131,4762
132,4777
133,4778
134,4778
135,4778
136,4779
137,4779
138,4780
139,4781
140,4781
141,4781
142,5074
143,5075
144,5075
145,5083
146,5085
147,5085
148,5088
149,5088
150,5090
151,5090
152,5090
153,5090
154,5091
155,5091
156,5092
157,5383
158,5415
159,5416
160,5416
161,5416
162,5700
163,5700
164,5721
165,5722
166,5722
167,5722
168,5723
169,5724
170,5727
171,5728
172,5728
173,5728
174,5728
175,5729
176,5729
177,5729
178,5729
179,5729
180,5729
181,5729
182,5729
183,5730
184,6010
185,6010
186,6028
187,6029
188,6043
189,6044
190,6045
191,6045
192,6046
193,6318
194,6319
195,6319
196,6320
197,6320
198,6338
199,6351
200,6352
201,6352
202,6352
203,6353
204,6353
205,6356
206,6356
207,6625
208,6625
209,6625
210,6626
211,6626
212,6626
213,6645
214,6658
215,6658
216,6659
217,6659
218,6662
219,6662
220,6937
221,6937
222,6938
223,6938
224,6939
225,6940
226,6941
227,6952
228,6952
229,6966
230,6967
231,6968
232,6968
233,6970
234,6970
235,6971
236,6972
237,6972
238,7252
239,7252
240,7253
241,7254
242,7255
243,7259
244,7259
245,7260
246,7260
247,7260
248,7261
249,7261
250,7275
251,7277
252,7277
253,7277
254,7277
255,7277
256,7278
257,7278
258,7570
259,7572
260,7573
261,7573
262,7574
263,7581
264,7581
265,7583
266,7583
267,7583
268,7583
269,7583
270,7888
271,7888
272,7889
273,7889
274,7889
275,7889
276,7889
277,7893
278,7894
279,7894
280,7894
281,7894
282,7894
283,8205
284,8206
285,8207
286,8207
287,8208
288,8208
289,8208
290,8208
291,8516
292,8522
293,8523
294,8523
295,8524
296,8525
297,8525
298,8525
299,8525
300,8525
301,8526
302,8829
303,8830
304,8836
305,8837
306,8837
307,8837
308,8838
309,8838
310,8838
311,8838
312,8838
313,8838
314,8838
315,8838
316,8838
317,9136
318,9136
319,9137
320,9138
321,9148
322,9148
323,9149
324,9149
325,9149
326,9150
327,9150
328,9151
329,9151
330,9151
331,9151
332,9151
333,9151
334,9451
335,9452
336,9460
337,9461
338,9461
339,9462
340,9462
341,9462
342,9762
343,9764
344,9764
345,9775
346,9776
347,9776
348,9776
349,9777
350,9777
351,9778
352,9778
353,9778
354,9778
355,9778
356,10070
357,10070
358,10070
359,10070
360,10081
361,10082
362,10082
363,10083
364,10083
365,10083
366,10382
367,10382
368,10390
369,10390
370,10390
371,10390
372,10390
373,10390
374,10391
375,10692
376,10694
377,10694
378,10699
379,10699
380,10700
381,10700
382,10700
383,10700
384,10700
385,10700
386,10701
387,10701
388,10702
389,10702
390,10702
391,10702
392,11005
393,11007
394,11007
395,11011
396,11011
397,11011
398,11012
399,11012
400,11012
401,11012
402,11013
403,11013
404,11013
405,11013
406,11013
407,11013
408,11013
409,11013
410,11311
411,11311
412,11322
413,11322
414,11322
415,11323
416,11323
417,11323
418,11324
419,11324
420,11324
421,11615
422,11615
423,11615
424,11615
425,11616
426,11616
427,11616
428,11628
429,11629
430,11629
431,11629
432,11630
433,11630
434,11930
435,11930
436,11933
437,11934
438,11936
439,11936
440,11936
441,11937
442,11937
443,12242
444,12243
445,12244
446,12244
447,12245
448,12245
449,12246
450,12246
451,12246
452,12246
453,12246
454,12246
455,12247
456,12547
457,12548
458,12549
459,12551
460,12552
461,12554
462,12554
463,12555
464,12555
465,12857
466,12857
467,12865
468,12866
469,12866
470,12866
471,12866
472,12867
473,12867
474,12868
475,12868
476,12868
477,12868
478,12868
479,13164
480,13164
481,13178
482,13178
483,13178
484,13179
485,13180
486,13471
487,13471
488,13491
489,13491
490,13491
491,13493
492,13495
493,13496
494,13496
495,13497
496,13497
497,13497
498,13497
499,13497
500,13497
501,13779
502,13780
503,13782
504,13783
505,13804
506,13805
507,13805
508,13806
509,13806
510,13807
511,13808
512,13808
513,13808
514,13808
515,13808
516,13808
517,14095
518,14095
519,14097
520,14098
521,14114
522,14114
523,14115
524,14116
525,14120
526,14120
527,14121
528,14121
529,14122
530,14122
531,14122
532,14122
533,14409
534,14410
535,14411
536,14411
537,14422
538,14422
539,14424
540,14424
541,14427
542,14427
543,14428
544,14429
545,14430
546,14430
547,14430
548,14729
549,14730
550,14731
551,14732
552,14737
553,14737
554,14738
555,14738
556,14738
557,14738
558,15040
559,15041
560,15042
561,15042
562,15044
563,15045
564,15045
565,15045
566,15045
567,15046
568,15046
569,15046
570,15346
571,15346
572,15347
573,15347
574,15349
575,15351
576,15351
577,15351
578,15351
579,15352
580,15352
581,15666
582,15667
583,15667
584,15667
585,15668
586,15980
587,15981
588,15981
589,15982
590,15982
591,15984
592,15984
593,15985
594,15985
595,16289
596,16289
597,16290
598,16292
599,16292
600,16293
601,16293
602,16294
603,16294
604,16294
605,16601
606,16604
607,16604
608,16605
609,16605
610,16606
611,16606
612,16606
613,16607
614,16607
615,16607
616,16607
617,16912
618,16913
619,16914
620,16915
621,16915
622,16916
623,16916
624,17218
625,17218
626,17222
627,17222
628,17224
629,17224
630,17224
631,17225
632,17225
633,17225
634,17226
635,17226
636,17227
637,17227
638,17228
639,17228
640,17228
641,17228
642,17539
643,17540
644,17540
645,17541
646,17541
647,17541
648,17541
649,17541
650,17542
651,17843
652,17844
653,17847
654,17848
655,17849
656,17849
657,17849
658,17849
659,17850
660,17850
661,17850
662,17850
663,18149
664,18162
665,18163
666,18163
667,18164
668,18165
669,18165
670,18165
671,18165
672,18165
673,18165
674,18465
675,18466
676,18475
677,18476
678,18476
679,18476
680,18476
681,18476
682,18476
683,18476
684,18476
685,18476
686,18477
687,18477
688,18478
689,18769
690,18769
691,18770
692,18770
693,18770
694,18780
695,18780
696,18780
697,18781
698,18781
699,18782
700,18782
701,18782
702,18782
703,18783
704,18783
705,18783
706,18783
707,18783
708,19081
709,19083
710,19084
711,19088
712,19088
713,19089
714,19090
715,19090
716,19090
717,19090
718,19090
719,19389
720,19389
721,19390
722,19391
723,19391
724,19393
725,19394
726,19395
727,19396
728,19397
729,19397
730,19397
731,19397
732,19398
733,19398
734,19398
735,19398
736,19398
737,19398
738,19695
739,19709
740,19710
741,19710
742,19711
743,19711
744,19711
745,19711
746,19711
747,19711
748,19712
749,19712
750,19713
751,19713
752,19713
753,19713
754,19998
755,19998
756,19998
757,19998
758,19999
759,19999
760,19999
761,20020
762,20033
763,20033
764,20033
765,20033
766,20034
767,20308
768,20309
769,20309
770,20310
771,20310
772,20327
773,20327
774,20342
775,20342
776,20343
777,20343
778,20616
779,20616
780,20617
781,20617
782,20634
783,20634
784,20634
785,20635
786,20635
787,20652
788,20654
789,20655
790,20655
791,20655
792,20655
793,20925
794,20927
795,20927
796,20954
797,20959
798,20959
799,20959
800,20960
801,20960
802,20960
803,20960
804,20961
805,21232
806,21232
807,21232
808,21233
809,21233
810,21259
811,21259
812,21259
813,21259
814,21259
815,21260
816,21281
817,21281
818,21281
819,21282
820,21284
821,21284
822,21284
823,21284
824,21537
825,21564
826,21564
827,21585
828,21586
829,21586
830,21587
831,21841
832,21841
833,21877
834,21877
835,21878
836,21879
837,21879
838,21894
839,21894
840,21894
841,21894
842,21895
843,21896
844,21896
845,21897
846,22147
847,22147
848,22147
849,22193
850,22194
851,22207
852,22207
853,22207
854,22208
855,22208
856,22450
857,22451
858,22451
859,22503
860,22504
861,22506
862,22512
863,22513
864,22513
865,22513
866,22513
867,22513
868,22513
869,22756
870,22757
871,22757
872,22812
873,22812
874,22823
875,22824
876,22824
877,22824
878,22824
879,22826
880,22826
881,22834
882,22834
883,22834
884,22835
885,22835
886,23067
887,23068
888,23115
889,23116
890,23117
891,23118
892,23137
893,23139
894,23139
895,23144
896,23380
897,23423
898,23443
899,23447
900,23693
901,23693
902,23728
903,23729
904,23730
905,23730
906,23754
907,23755
908,23756
909,23757
910,23758
911,23759
912,23759
913,23999
914,24000
915,24000
916,24001
917,24035
918,24035
919,24035
920,24036
921,24036
922,24037
923,24060
924,24061
925,24061
926,24067
