target,timestamp,time,realTime
"http://curiosiphi:3002/watDiv_100",665,319,318
"http://curiosiphi:3000/watDiv_100",669,326,325
"http://curiosiphi:3001/watDiv_100",671,326,326
"http://curiosiphi:3000/watDiv_100",993,308,308
"http://curiosiphi:3001/watDiv_100",995,310,310
"http://curiosiphi:3000/watDiv_100",1312,310,310
"http://curiosiphi:3001/watDiv_100",1626,309,309
"http://curiosiphi:3001/watDiv_100",1628,309,309
"http://curiosiphi:3002/watDiv_100",1629,309,309
"http://curiosiphi:3001/watDiv_100",1630,309,308
"http://curiosiphi:3000/watDiv_100",1945,307,307
"http://curiosiphi:3002/watDiv_100",1948,308,308
"http://curiosiphi:3002/watDiv_100",1950,309,309
"http://curiosiphi:3002/watDiv_100",1951,310,310
"http://curiosiphi:3000/watDiv_100",2267,307,306
"http://curiosiphi:3002/watDiv_100",2269,307,307
"http://curiosiphi:3000/watDiv_100",2269,306,306
"http://curiosiphi:3002/watDiv_100",2270,306,306
"http://curiosiphi:3001/watDiv_100",2579,307,307
"http://curiosiphi:3001/watDiv_100",2581,307,306
"http://curiosiphi:3000/watDiv_100",2582,309,309
"http://curiosiphi:3002/watDiv_100",2583,307,307
"http://curiosiphi:3001/watDiv_100",2894,306,306
"http://curiosiphi:3002/watDiv_100",2894,307,306
"http://curiosiphi:3002/watDiv_100",2897,308,308
"http://curiosiphi:3000/watDiv_100",2898,309,309
"http://curiosiphi:3002/watDiv_100",3207,307,307
"http://curiosiphi:3000/watDiv_100",3209,310,310
"http://curiosiphi:3000/watDiv_100",3210,308,308
"http://curiosiphi:3000/watDiv_100",3211,310,310
"http://curiosiphi:3001/watDiv_100",3529,308,308
"http://curiosiphi:3002/watDiv_100",3530,308,308
"http://curiosiphi:3001/watDiv_100",3531,309,309
"http://curiosiphi:3000/watDiv_100",3532,312,311
"http://curiosiphi:3000/watDiv_100",3851,308,307
"http://curiosiphi:3002/watDiv_100",3852,308,308
"http://curiosiphi:3002/watDiv_100",3853,307,307
"http://curiosiphi:3002/watDiv_100",3854,308,308
"http://curiosiphi:3002/watDiv_100",4165,306,306
"http://curiosiphi:3002/watDiv_100",4166,306,306
"http://curiosiphi:3000/watDiv_100",4167,306,306
"http://curiosiphi:3001/watDiv_100",4168,308,307
"http://curiosiphi:3000/watDiv_100",4480,311,311
"http://curiosiphi:3002/watDiv_100",4487,308,307
"http://curiosiphi:3000/watDiv_100",4488,307,307
"http://curiosiphi:3002/watDiv_100",4489,309,309
"http://curiosiphi:3002/watDiv_100",4796,311,311
"http://curiosiphi:3001/watDiv_100",4806,311,311
"http://curiosiphi:3001/watDiv_100",4806,310,310
"http://curiosiphi:3001/watDiv_100",4807,309,309
"http://curiosiphi:3001/watDiv_100",5113,311,311
"http://curiosiphi:3000/watDiv_100",5116,306,306
"http://curiosiphi:3000/watDiv_100",5118,307,307
"http://curiosiphi:3002/watDiv_100",5119,307,307
"http://curiosiphi:3002/watDiv_100",5424,307,306
"http://curiosiphi:3001/watDiv_100",5427,308,308
"http://curiosiphi:3000/watDiv_100",5428,307,307
"http://curiosiphi:3000/watDiv_100",5428,308,308
"http://curiosiphi:3002/watDiv_100",5737,307,307
"http://curiosiphi:3001/watDiv_100",5753,322,322
"http://curiosiphi:3000/watDiv_100",5754,308,308
"http://curiosiphi:3001/watDiv_100",5755,308,308
"http://curiosiphi:3000/watDiv_100",6052,309,309
"http://curiosiphi:3000/watDiv_100",6067,306,306
"http://curiosiphi:3000/watDiv_100",6069,305,305
"http://curiosiphi:3000/watDiv_100",6071,309,309
"http://curiosiphi:3002/watDiv_100",6364,309,308
"http://curiosiphi:3001/watDiv_100",6378,306,306
"http://curiosiphi:3000/watDiv_100",6382,307,307
"http://curiosiphi:3001/watDiv_100",6384,308,308
"http://curiosiphi:3000/watDiv_100",6679,308,308
"http://curiosiphi:3001/watDiv_100",6686,306,306
"http://curiosiphi:3001/watDiv_100",6691,308,308
"http://curiosiphi:3000/watDiv_100",6691,306,306
"http://curiosiphi:3000/watDiv_100",6990,308,308
"http://curiosiphi:3002/watDiv_100",6995,307,307
"http://curiosiphi:3000/watDiv_100",7000,306,306
"http://curiosiphi:3000/watDiv_100",7001,306,306
"http://curiosiphi:3000/watDiv_100",7303,309,309
"http://curiosiphi:3002/watDiv_100",7305,307,307
"http://curiosiphi:3002/watDiv_100",7311,307,307
"http://curiosiphi:3001/watDiv_100",7312,307,307
"http://curiosiphi:3001/watDiv_100",7620,310,310
"http://curiosiphi:3001/watDiv_100",7622,308,308
"http://curiosiphi:3000/watDiv_100",7622,307,307
"http://curiosiphi:3001/watDiv_100",7623,310,309
"http://curiosiphi:3002/watDiv_100",7936,310,309
"http://curiosiphi:3002/watDiv_100",7937,309,309
"http://curiosiphi:3000/watDiv_100",7938,311,311
"http://curiosiphi:3001/watDiv_100",7939,311,311
"http://curiosiphi:3000/watDiv_100",8255,306,306
"http://curiosiphi:3000/watDiv_100",8256,307,307
"http://curiosiphi:3002/watDiv_100",8258,311,311
"http://curiosiphi:3002/watDiv_100",8258,308,308
"http://curiosiphi:3000/watDiv_100",8260,309,309
"http://curiosiphi:3001/watDiv_100",8569,307,307
"http://curiosiphi:3002/watDiv_100",8570,307,307
"http://curiosiphi:3001/watDiv_100",8570,306,306
"http://curiosiphi:3002/watDiv_100",8571,308,308
"http://curiosiphi:3000/watDiv_100",8879,307,307
"http://curiosiphi:3001/watDiv_100",8880,307,307
"http://curiosiphi:3000/watDiv_100",8881,307,307
"http://curiosiphi:3001/watDiv_100",8882,308,307
"http://curiosiphi:3000/watDiv_100",9196,307,307
"http://curiosiphi:3001/watDiv_100",9197,307,307
"http://curiosiphi:3000/watDiv_100",9198,310,310
"http://curiosiphi:3001/watDiv_100",9199,308,308
"http://curiosiphi:3002/watDiv_100",9514,307,306
"http://curiosiphi:3002/watDiv_100",9516,307,307
"http://curiosiphi:3001/watDiv_100",9516,307,307
"http://curiosiphi:3000/watDiv_100",9517,307,307
"http://curiosiphi:3001/watDiv_100",9829,308,308
"http://curiosiphi:3001/watDiv_100",9829,307,307
"http://curiosiphi:3002/watDiv_100",9829,306,306
"http://curiosiphi:3002/watDiv_100",9830,307,307
"http://curiosiphi:3002/watDiv_100",10141,310,310
"http://curiosiphi:3001/watDiv_100",10142,310,310
"http://curiosiphi:3000/watDiv_100",10143,309,309
"http://curiosiphi:3002/watDiv_100",10145,308,308
"http://curiosiphi:3002/watDiv_100",10462,311,310
"http://curiosiphi:3000/watDiv_100",10462,305,305
"http://curiosiphi:3002/watDiv_100",10462,306,306
"http://curiosiphi:3002/watDiv_100",10463,309,309
"http://curiosiphi:3000/watDiv_100",10776,306,306
"http://curiosiphi:3002/watDiv_100",10777,308,308
"http://curiosiphi:3000/watDiv_100",10778,309,309
"http://curiosiphi:3002/watDiv_100",10778,307,307
"http://curiosiphi:3002/watDiv_100",11091,308,308
"http://curiosiphi:3001/watDiv_100",11093,310,309
"http://curiosiphi:3002/watDiv_100",11093,307,307
"http://curiosiphi:3001/watDiv_100",11094,309,309
"http://curiosiphi:3001/watDiv_100",11410,308,308
"http://curiosiphi:3002/watDiv_100",11412,308,308
"http://curiosiphi:3000/watDiv_100",11413,308,308
"http://curiosiphi:3000/watDiv_100",11413,307,307
"http://curiosiphi:3000/watDiv_100",11725,307,307
"http://curiosiphi:3002/watDiv_100",11725,307,306
"http://curiosiphi:3002/watDiv_100",11726,307,307
"http://curiosiphi:3002/watDiv_100",11727,310,310
"http://curiosiphi:3001/watDiv_100",12038,310,310
"http://curiosiphi:3001/watDiv_100",12039,311,311
"http://curiosiphi:3001/watDiv_100",12048,319,319
"http://curiosiphi:3002/watDiv_100",12048,316,316
"http://curiosiphi:3002/watDiv_100",12347,307,307
"http://curiosiphi:3002/watDiv_100",12347,306,306
"http://curiosiphi:3001/watDiv_100",12356,306,306
"http://curiosiphi:3001/watDiv_100",12357,307,307
"http://curiosiphi:3001/watDiv_100",12655,307,307
"http://curiosiphi:3002/watDiv_100",12657,308,308
"http://curiosiphi:3002/watDiv_100",12664,306,305
"http://curiosiphi:3002/watDiv_100",12665,307,307
"http://curiosiphi:3002/watDiv_100",12971,308,307
"http://curiosiphi:3000/watDiv_100",12972,311,310
"http://curiosiphi:3001/watDiv_100",12973,307,307
"http://curiosiphi:3000/watDiv_100",12974,308,308
"http://curiosiphi:3001/watDiv_100",13284,307,307
"http://curiosiphi:3000/watDiv_100",13285,306,306
"http://curiosiphi:3000/watDiv_100",13286,308,308
"http://curiosiphi:3000/watDiv_100",13287,309,309
"http://curiosiphi:3000/watDiv_100",13596,306,306
"http://curiosiphi:3000/watDiv_100",13597,307,307
"http://curiosiphi:3002/watDiv_100",13598,307,307
"http://curiosiphi:3001/watDiv_100",13599,308,308
"http://curiosiphi:3001/watDiv_100",13909,305,305
"http://curiosiphi:3001/watDiv_100",13911,308,308
"http://curiosiphi:3002/watDiv_100",13911,309,308
"http://curiosiphi:3002/watDiv_100",13913,309,307
"http://curiosiphi:3002/watDiv_100",14228,307,307
"http://curiosiphi:3000/watDiv_100",14232,307,307
"http://curiosiphi:3001/watDiv_100",14233,308,308
"http://curiosiphi:3001/watDiv_100",14234,310,310
"http://curiosiphi:3002/watDiv_100",14540,309,309
"http://curiosiphi:3002/watDiv_100",14544,307,307
"http://curiosiphi:3001/watDiv_100",14545,307,307
"http://curiosiphi:3000/watDiv_100",14546,308,308
"http://curiosiphi:3002/watDiv_100",14856,306,306
"http://curiosiphi:3000/watDiv_100",14857,308,308
"http://curiosiphi:3002/watDiv_100",14857,306,306
"http://curiosiphi:3000/watDiv_100",14858,307,307
"http://curiosiphi:3002/watDiv_100",15167,307,306
"http://curiosiphi:3001/watDiv_100",15168,308,308
"http://curiosiphi:3002/watDiv_100",15169,308,307
"http://curiosiphi:3001/watDiv_100",15169,310,310
"http://curiosiphi:3001/watDiv_100",15480,306,306
"http://curiosiphi:3000/watDiv_100",15481,307,307
"http://curiosiphi:3000/watDiv_100",15482,307,307
"http://curiosiphi:3002/watDiv_100",15483,307,307
"http://curiosiphi:3001/watDiv_100",15792,306,306
"http://curiosiphi:3000/watDiv_100",15793,307,307
"http://curiosiphi:3000/watDiv_100",15794,307,307
"http://curiosiphi:3001/watDiv_100",15795,307,307
"http://curiosiphi:3000/watDiv_100",16105,306,306
"http://curiosiphi:3002/watDiv_100",16106,308,308
"http://curiosiphi:3001/watDiv_100",16106,307,306
"http://curiosiphi:3001/watDiv_100",16107,309,309
"http://curiosiphi:3000/watDiv_100",16109,309,309
"http://curiosiphi:3001/watDiv_100",16424,310,310
"http://curiosiphi:3001/watDiv_100",16427,310,310
"http://curiosiphi:3001/watDiv_100",16428,309,309
"http://curiosiphi:3001/watDiv_100",16429,309,309
"http://curiosiphi:3002/watDiv_100",16741,308,308
"http://curiosiphi:3002/watDiv_100",16742,308,308
