target,timestamp,time,realTime
"http://curiosiphi:3002/watDiv_100",663,319,319
"http://curiosiphi:3000/watDiv_100",667,326,326
"http://curiosiphi:3001/watDiv_100",669,326,326
"http://curiosiphi:3002/watDiv_100",992,310,310
"http://curiosiphi:3000/watDiv_100",994,312,311
"http://curiosiphi:3001/watDiv_100",1309,310,309
"http://curiosiphi:3000/watDiv_100",1628,307,307
"http://curiosiphi:3001/watDiv_100",1630,308,308
"http://curiosiphi:3000/watDiv_100",1631,313,313
"http://curiosiphi:3000/watDiv_100",1632,310,310
"http://curiosiphi:3002/watDiv_100",1944,307,307
"http://curiosiphi:3001/watDiv_100",1945,307,307
"http://curiosiphi:3001/watDiv_100",1948,307,307
"http://curiosiphi:3002/watDiv_100",1948,308,307
"http://curiosiphi:3002/watDiv_100",2265,308,308
"http://curiosiphi:3001/watDiv_100",2266,306,306
"http://curiosiphi:3001/watDiv_100",2268,309,309
"http://curiosiphi:3002/watDiv_100",2269,311,311
"http://curiosiphi:3001/watDiv_100",2582,309,309
"http://curiosiphi:3002/watDiv_100",2583,311,311
"http://curiosiphi:3001/watDiv_100",2584,311,309
"http://curiosiphi:3001/watDiv_100",2585,310,309
"http://curiosiphi:3001/watDiv_100",2900,306,306
"http://curiosiphi:3001/watDiv_100",2902,308,308
"http://curiosiphi:3000/watDiv_100",2903,308,308
"http://curiosiphi:3001/watDiv_100",2904,308,308
"http://curiosiphi:3001/watDiv_100",3217,307,307
"http://curiosiphi:3000/watDiv_100",3218,307,307
"http://curiosiphi:3001/watDiv_100",3218,308,308
"http://curiosiphi:3002/watDiv_100",3218,306,306
"http://curiosiphi:3000/watDiv_100",3527,307,306
"http://curiosiphi:3002/watDiv_100",3528,307,307
"http://curiosiphi:3001/watDiv_100",3528,306,306
"http://curiosiphi:3001/watDiv_100",3529,307,307
"http://curiosiphi:3002/watDiv_100",3838,307,307
"http://curiosiphi:3001/watDiv_100",3839,308,308
"http://curiosiphi:3000/watDiv_100",3840,307,307
"http://curiosiphi:3000/watDiv_100",3842,308,308
"http://curiosiphi:3001/watDiv_100",4153,307,307
"http://curiosiphi:3002/watDiv_100",4154,307,307
"http://curiosiphi:3001/watDiv_100",4155,311,311
"http://curiosiphi:3001/watDiv_100",4157,312,312
"http://curiosiphi:3002/watDiv_100",4475,309,309
"http://curiosiphi:3002/watDiv_100",4476,308,308
"http://curiosiphi:3002/watDiv_100",4477,309,309
"http://curiosiphi:3002/watDiv_100",4478,309,309
"http://curiosiphi:3001/watDiv_100",4796,306,306
"http://curiosiphi:3002/watDiv_100",4801,311,311
"http://curiosiphi:3001/watDiv_100",4802,314,313
"http://curiosiphi:3001/watDiv_100",4802,311,311
"http://curiosiphi:3001/watDiv_100",5113,306,306
"http://curiosiphi:3002/watDiv_100",5114,308,307
"http://curiosiphi:3001/watDiv_100",5115,307,307
"http://curiosiphi:3001/watDiv_100",5116,310,310
"http://curiosiphi:3000/watDiv_100",5436,310,308
"http://curiosiphi:3000/watDiv_100",5437,308,308
"http://curiosiphi:3000/watDiv_100",5438,311,311
"http://curiosiphi:3002/watDiv_100",5440,310,310
"http://curiosiphi:3000/watDiv_100",5759,308,308
"http://curiosiphi:3000/watDiv_100",5760,309,309
"http://curiosiphi:3000/watDiv_100",5770,318,318
"http://curiosiphi:3001/watDiv_100",5772,320,319
"http://curiosiphi:3000/watDiv_100",6079,311,311
"http://curiosiphi:3001/watDiv_100",6080,306,306
"http://curiosiphi:3000/watDiv_100",6081,306,306
"http://curiosiphi:3001/watDiv_100",6083,307,307
"http://curiosiphi:3000/watDiv_100",6394,307,307
"http://curiosiphi:3002/watDiv_100",6395,308,308
"http://curiosiphi:3001/watDiv_100",6396,308,307
"http://curiosiphi:3002/watDiv_100",6397,309,309
"http://curiosiphi:3002/watDiv_100",6707,308,308
"http://curiosiphi:3000/watDiv_100",6708,308,308
"http://curiosiphi:3000/watDiv_100",6709,308,308
"http://curiosiphi:3001/watDiv_100",6710,308,308
"http://curiosiphi:3000/watDiv_100",7028,309,309
"http://curiosiphi:3001/watDiv_100",7029,308,308
"http://curiosiphi:3002/watDiv_100",7030,308,308
"http://curiosiphi:3000/watDiv_100",7031,309,309
"http://curiosiphi:3002/watDiv_100",7342,307,307
"http://curiosiphi:3001/watDiv_100",7343,308,308
"http://curiosiphi:3000/watDiv_100",7344,308,308
"http://curiosiphi:3002/watDiv_100",7345,308,308
"http://curiosiphi:3002/watDiv_100",7662,308,308
"http://curiosiphi:3000/watDiv_100",7665,308,308
"http://curiosiphi:3002/watDiv_100",7668,310,310
"http://curiosiphi:3001/watDiv_100",7669,310,310
"http://curiosiphi:3000/watDiv_100",7980,309,309
"http://curiosiphi:3001/watDiv_100",7982,310,310
"http://curiosiphi:3001/watDiv_100",7983,311,311
"http://curiosiphi:3002/watDiv_100",7984,311,310
"http://curiosiphi:3001/watDiv_100",8302,307,307
"http://curiosiphi:3002/watDiv_100",8303,309,309
"http://curiosiphi:3001/watDiv_100",8304,309,309
"http://curiosiphi:3000/watDiv_100",8305,308,308
"http://curiosiphi:3001/watDiv_100",8307,309,309
"http://curiosiphi:3000/watDiv_100",8624,308,308
"http://curiosiphi:3000/watDiv_100",8625,307,307
"http://curiosiphi:3000/watDiv_100",8625,308,308
"http://curiosiphi:3000/watDiv_100",8626,308,308
"http://curiosiphi:3002/watDiv_100",8934,308,308
"http://curiosiphi:3000/watDiv_100",8935,308,308
"http://curiosiphi:3001/watDiv_100",8935,307,307
"http://curiosiphi:3001/watDiv_100",8936,308,308
"http://curiosiphi:3000/watDiv_100",9242,307,307
"http://curiosiphi:3001/watDiv_100",9246,308,308
"http://curiosiphi:3000/watDiv_100",9246,306,306
"http://curiosiphi:3000/watDiv_100",9246,309,309
"http://curiosiphi:3001/watDiv_100",9551,307,307
"http://curiosiphi:3002/watDiv_100",9554,306,306
"http://curiosiphi:3002/watDiv_100",9555,306,306
"http://curiosiphi:3000/watDiv_100",9555,307,307
"http://curiosiphi:3000/watDiv_100",9859,305,305
"http://curiosiphi:3002/watDiv_100",9860,308,308
"http://curiosiphi:3000/watDiv_100",9861,304,304
"http://curiosiphi:3001/watDiv_100",9862,306,306
"http://curiosiphi:3000/watDiv_100",10168,306,306
"http://curiosiphi:3001/watDiv_100",10168,307,307
"http://curiosiphi:3000/watDiv_100",10170,306,306
"http://curiosiphi:3002/watDiv_100",10170,306,306
"http://curiosiphi:3001/watDiv_100",10477,305,305
"http://curiosiphi:3001/watDiv_100",10478,308,308
"http://curiosiphi:3000/watDiv_100",10478,306,306
"http://curiosiphi:3001/watDiv_100",10478,309,309
"http://curiosiphi:3001/watDiv_100",10789,308,308
"http://curiosiphi:3000/watDiv_100",10790,307,307
"http://curiosiphi:3001/watDiv_100",10791,310,310
"http://curiosiphi:3001/watDiv_100",10792,310,310
"http://curiosiphi:3001/watDiv_100",11106,308,307
"http://curiosiphi:3001/watDiv_100",11107,307,307
"http://curiosiphi:3000/watDiv_100",11108,306,306
"http://curiosiphi:3002/watDiv_100",11110,308,308
"http://curiosiphi:3001/watDiv_100",11424,307,307
"http://curiosiphi:3000/watDiv_100",11425,309,309
"http://curiosiphi:3000/watDiv_100",11426,306,306
"http://curiosiphi:3001/watDiv_100",11427,308,308
"http://curiosiphi:3001/watDiv_100",11743,306,306
"http://curiosiphi:3001/watDiv_100",11744,307,307
"http://curiosiphi:3002/watDiv_100",11745,307,307
"http://curiosiphi:3002/watDiv_100",11748,314,314
"http://curiosiphi:3002/watDiv_100",12058,307,307
"http://curiosiphi:3000/watDiv_100",12059,307,307
"http://curiosiphi:3002/watDiv_100",12060,308,308
"http://curiosiphi:3001/watDiv_100",12060,308,308
"http://curiosiphi:3002/watDiv_100",12393,306,306
"http://curiosiphi:3001/watDiv_100",12394,308,308
"http://curiosiphi:3000/watDiv_100",12394,306,306
"http://curiosiphi:3001/watDiv_100",12394,307,307
"http://curiosiphi:3001/watDiv_100",12703,306,306
"http://curiosiphi:3000/watDiv_100",12703,306,306
"http://curiosiphi:3001/watDiv_100",12704,306,306
"http://curiosiphi:3001/watDiv_100",12705,306,306
"http://curiosiphi:3000/watDiv_100",13011,306,306
"http://curiosiphi:3002/watDiv_100",13013,307,307
"http://curiosiphi:3000/watDiv_100",13014,307,307
"http://curiosiphi:3001/watDiv_100",13015,308,308
"http://curiosiphi:3002/watDiv_100",13321,309,309
"http://curiosiphi:3002/watDiv_100",13327,307,307
"http://curiosiphi:3001/watDiv_100",13329,307,307
"http://curiosiphi:3001/watDiv_100",13330,309,308
"http://curiosiphi:3001/watDiv_100",13634,309,309
"http://curiosiphi:3001/watDiv_100",13640,306,306
"http://curiosiphi:3002/watDiv_100",13641,306,306
"http://curiosiphi:3002/watDiv_100",13641,308,308
"http://curiosiphi:3002/watDiv_100",13943,307,307
"http://curiosiphi:3002/watDiv_100",13954,306,306
"http://curiosiphi:3001/watDiv_100",13955,308,308
"http://curiosiphi:3001/watDiv_100",13956,310,310
"http://curiosiphi:3001/watDiv_100",14258,311,311
"http://curiosiphi:3002/watDiv_100",14269,310,310
"http://curiosiphi:3002/watDiv_100",14270,309,309
"http://curiosiphi:3002/watDiv_100",14270,310,310
"http://curiosiphi:3000/watDiv_100",14569,307,307
"http://curiosiphi:3000/watDiv_100",14581,306,306
"http://curiosiphi:3001/watDiv_100",14581,308,308
"http://curiosiphi:3001/watDiv_100",14582,308,308
"http://curiosiphi:3001/watDiv_100",14883,307,307
"http://curiosiphi:3001/watDiv_100",14891,307,307
"http://curiosiphi:3001/watDiv_100",14892,309,309
"http://curiosiphi:3001/watDiv_100",14893,309,309
"http://curiosiphi:3002/watDiv_100",15200,311,311
"http://curiosiphi:3001/watDiv_100",15202,307,307
"http://curiosiphi:3000/watDiv_100",15203,307,307
"http://curiosiphi:3001/watDiv_100",15204,309,309
"http://curiosiphi:3001/watDiv_100",15514,307,307
"http://curiosiphi:3002/watDiv_100",15516,308,308
"http://curiosiphi:3002/watDiv_100",15516,308,308
"http://curiosiphi:3002/watDiv_100",15517,309,309
"http://curiosiphi:3001/watDiv_100",15833,309,309
"http://curiosiphi:3001/watDiv_100",15834,308,308
"http://curiosiphi:3000/watDiv_100",15836,308,308
"http://curiosiphi:3001/watDiv_100",15838,309,308
"http://curiosiphi:3001/watDiv_100",16149,307,307
"http://curiosiphi:3001/watDiv_100",16151,308,308
"http://curiosiphi:3001/watDiv_100",16151,308,308
"http://curiosiphi:3002/watDiv_100",16152,308,308
"http://curiosiphi:3001/watDiv_100",16153,309,309
"http://curiosiphi:3001/watDiv_100",16463,308,308
"http://curiosiphi:3002/watDiv_100",16464,307,307
"http://curiosiphi:3001/watDiv_100",16465,309,309
"http://curiosiphi:3000/watDiv_100",16465,308,308
"http://curiosiphi:3000/watDiv_100",16783,311,311
"http://curiosiphi:3002/watDiv_100",16784,310,310
"http://curiosiphi:3002/watDiv_100",16785,309,309
